Original,Translation
omukhana wefu yapara mbu ni jirani wefu ni ufuire,dadangu alifikiria kuwa ni jirani aliyekufa
nga huvere muungo jirani imbi muhali avere,kwa sababu tulipokuwa nyumbani jirani alikuwa hali mbaya
nga huvere muungo jirani avere muhali imbi,kwa mbaya sababu tulipokuwa nyumbani jirani alikuwa hali mbaya
hootha huavuha munyumba mwa hootha thimbiro nga simuna,tuliinuka chumbani mwa mjomba mbio kama kidiri
huavuha munyumba mwa hootha thimbiro nga simuna,tuliinuka chumbani mwa mjomba kama kidiri
huula msirivua hulola vandu veethule ridala,tulipofika kwenye lango kuu tukawaona watu wamejaa boma
huari huula msirivua hulola vandu veethule ridala,tulipofika kwenye lango kuu tukawaona wamejaa boma
huari huula ambi huthia munyumba hunyola vakonie jirani humaturesi bulu akari wovueru,tulipokaribia kwa nyumba tulipata wamemlaza jirani kwa godoro la bluu
huari huula ambi huthia munyumba hunyola vakonie jirani humaturesi ya bulu akari wovueru,kwa tulipokaribia nyumba tulipata wamemlaza jirani kwa godoro la bluu
ndari sialolaho mundu ufuire mbu arie,sikuwa nimewahi ona maiti huwa aje
ndari sialolaho mundu ufuire mbu avetsanga arie,sikuwa nimewahi ona huwa aje
ndari suda ambi ni sindu simborera diraho mbu diraho mihono kiya jirani wao,nilipokaribia na kitu kikaniambia niguze mikono ya jirani yangu
ndari suda ambi ni sindu simborera mbu diraho mihono kiya jirani wao,nilipokaribia na kitu kikaniambia niguze ya mikono jirani yangu
maathi nithiya khudira khundama ya jirani wange indama yari inyirire nga ndari ka msiongo,nilipoguza shavu la jirani yangu shavu lilikuwa baridi kama maji ya mtungi
ndari nithiya khudira khundama ya jirani wange indama yari inyirire nga maathi ka msiongo,nilipoguza shavu la jirani yangu shavu lilikuwa baridi kama maji ya baridi mtungi
huarira nikhupara virambi viha mbu nyasaye alarulorerakho sisa yamukalusiria vulamu lakini sivianyarikha dawe,tulilia muda mrefu tukifikiri kuwa mungu atatuhurumia amrudishie uzima lakini haikuwezekana
huarira viha virambi nikhupara mbu nyasaye alarulorerakho sisa yamukalusiria vulamu lakini sivianyarikha dawe,tulilia muda haikuwezekana tukifikiri kuwa mungu atatuhurumia amrudishie uzima lakini mrefu
yamkova thiula musaa thirano nende thidakika ekhumi na thirano khualanga mundu ukinganga milambo thiari mumochari,ilipofika mida ya saa tano na dakika kumi na tano tuliita mtu wa kubeba maiti na kumpeleka makavani
thiari thiula musaa thirano nende thidakika ekhumi na thirano khualanga mundu ukinganga milambo yamkova mumochari,ilipofika mida ya saa tano na dakika kumi na tano tuliita mtu kumpeleka wa kubeba maiti na kumpeleka makavani
huola mumochari huamrayo khuamala khuamala khuavwao,tulifika makavani tukamweka kule kisha tukaenda
huola mumochari huamrayo khuamala khuavwao,tulifika makavani tukamweka tulifika kule kisha tukaenda
nandaulira yathia nako nabukhue yathia,asieskia alienda nayo ukwe
nandaulira yathia nako nabukhue,asieskia alienda nayo alienda ukwe
khale khale khale yamenyao muinda mulala yamanyihana khulira makesi,hapo kale kuliishi bwenyenye mmoja aliyejulikana kwa jina makesi
khale khale yamenyao muinda mulala yamanyihana khulira makesi,kale kuliishi bwenyenye mmoja aliyejulikana kwa jina makesi
makesi yadeshia muhaye mulala bushi inyuma banyalirwa bana babiri bali mbu ni mhana nde musiani,makesi alioa mke mmoja mithili ya asali waliwezewa kuzaa watoto wawili ambao ni msichana na mvulana
makesi yadeshia muhaye mulala bushi inyuma banyalirwa khuivula bana babiri bali mbu ni mhana nde musiani,makesi alioa mke mmoja mithili ya asali waliwezewa kuzaa wawili ambao ni msichana na mvulana
nandaulira nende shauriako nandaulira nali musiani shauriako nali muhana,kwa majina nandaulira na shauriako nandaulira akiwa mvulana naye shauriako akiwa msichana
humera nandaulira nende shauriako nandaulira nali musiani shauriako nali muhana,kwa majina nandaulira na shauriako nandaulira nandaulira akiwa mvulana naye shauriako akiwa msichana
makesi nende muhaye waye bamenya lulia muluivulo lwa huhonyana mu mabi nde malayi,makesi na mke wake waliishi kwa kizazi kile cha kusaidiana kwa mabaya na mazuri
makesi nende muhaye waye bamenya muluivulo lulia lwa huhonyana mu mabi nde malayi,makesi na mke wake waliishi kwa kizazi kile cha kusaidiana mabaya na mazuri
luwivulo luno lwehihirira sa khumiruko nende,kizazi hiki kilijitegemea kwa ufugaji na kilimo
luwivulo luno lwehihirira sa khumiruko nende vulimi,kizazi hiki hiki kilijitegemea kwa ufugaji na kilimo
bana bano samwana yabasomia bali bana,watoto hawa babayo aliwasomesha wote wakiwa wachanga
bana bano samwana yabasomia bosi bali bana,wote watoto hawa babayo aliwasomesha wote wakiwa wachanga
musungu inyuma musiani siyombo opara mbu yebulirwa mumathi muhana bila hudonga inyuma yaani situnguo muhana waiti yaani muhana naye,mvulana alikuwa mtanashati kipimo zaidi ya mzungu naye msichana bila
musungu inyuma musiani naye opara mbu yebulirwa mumathi naye muhana bila hudonga inyuma yaani situnguo muhana waiti yaani muhana siyombo,mvulana alikuwa mtanashati zaidi ya mzungu naye msichana bila
muhana yebulukha abulao musiani yabira naye bila humusakula,msichana aliumbwa akaumbika hakuna mvulana angempita bila kumwita
muhana yebulua yebulukha abulao musiani yabira naye bila humusakula,msichana aliumbwa akaumbika hakuna mvulana angempita kumwita
yakendanga na mshaliro nako sikasinda da hubula basiani bakutanire nabo lakini para mbu buluma bwira lakini ifisi,alitembeanga na majasusi amabao hawangekawia kusema wavulana amabao amekutana nao lakini tafakari kwamba tamaa iliua fisi
yakendanga na mshaliro nako sikasinda da hubula basiani bakutanire nabo lakini para mbu buluma bwira ifisi,alitembeanga na majasusi amabao hawangekawia kusema wavulana amabao amekutana nao hawangekawia lakini tafakari kwamba tamaa iliua fisi
basiani balonda muhana mpaka muhana wabu aii yesi yalola yesi yolere,wavulana walimfwata msichana hadi kwao aii yeye pia aliona amefika kubalehe
basiani balonda muhana mpaka wabu aii yesi yalola yesi yolere,wavulana walimfwata msichana hadi yeye aii kwao pia aliona amefika kubalehe
biaba mbu mwibusi siyaha mubolera siosi siosi yalonda da manya ka yali yehalire marebo mbu ikilasi ya munane,ikawa kuwa mzazi hangeweza kumwambia chochote akatii jua kwamba alikuwa akaulie mtihani wa darasa la nane
biaba mbu mwibusi siyaha mubolera siosi siosi yalonda da manya mbu yali yehalire marebo ka ikilasi ya munane,ikawa kuwa mzazi hangeweza kumwambia kumwambia chochote akatii jua kwamba alikuwa akaulie mtihani wa darasa la nane
nndio muhana ya lolipopu hane bima biabola samuana yatema humukololosia yaani humukerera lakini sibi ni siba isa yatema,hivyo msichana wa peremende kumbe tabia zilioza babaye alijaribu kumrekebisha yaani kumba mawaidha lakini kibaya ni kibaya tu
nndio muhana ya lolipopu hane bima biabola samuana yatema humukololosia yaani humukerera lakini sibi ni siba isa,hivyo msichana wa peremende kumbe tabia zilioza babaye alijaribu kumrekebisha yaani kumba mawaidha lakini ni kibaya tu
muhana yehalira marebo kai ikilasi ya ehumi nde thibiri nakoruvwe da butuakani nende masomo sibyahathiania mbuu,msichana aliukalia mtihani wa darasa la kumi na mbili asipojua kuwa anasa na masomo haziambatani
muhana yehalira marebo kai ikilasi ya ehumi nde thibiri nakoruvwe mbuu butuakani nende masomo sibyahathiania da,msichana aliukalia mtihani wa darasa la kumi na mbili asipojua kuwa haziambatani na masomo anasa
muhana lakini yomarania likosi mana huulira ao ndahamanya mbuu ndekesibwa nende mamuao sialo silakhuekesia,msichana alionywa lakini alikaidi na kufikia hapo nimejua kuwa ukikaidi kufunzwa na mama yako utafuzwa na ulimwengu
muhana bamuonya lakini yomarania likosi mana huulira ao ndahamanya mbuu ndekesibwa nende mamuao sialo silakhuekesia,ukikaidi alionywa lakini alikaidi na kufikia hapo nimejua kuwa msichana kufunzwa na mama yako utafuzwa na ulimwengu
ndamjama mwitsa wa ndamjama,rafiki ninaye mpenda
mwitsa wa ndamjama,ninaye mpenda
mwitsa alangwa ndamjama wa joan,rafiki ninaye mpenda anaitwa joan
mwitsa wa ndamjama alangwa joan,ninaye rafiki ninaye mpenda anaitwa joan
wange oyo huwathakana nihusiri mu nasari,urafiki wetu ulianza tukiwa shule ya chekechea
mwitsa wange oyo huwathakana nihusiri mu nasari,urafiki wetu ya tukiwa shule ulianza chekechea
huari babulanga khuajamana mpaka bandu babulanga ati khurimakhuana,tulikuwa tumependana hadi watu wakasema sisi ni mapacha
huari khuajamana mpaka bandu babulanga ati khurimakhuana,tulikuwa tumependana hadi watu wakasema sisi mapacha
lakini khuarithingi buhaya sa bubatsa buhaya,lakini ulikuwa tu uongo
lakini khuarithingi sa bubatsa buhaya,lakini tu uongo
khuwakhonyananga wange oyendio mwitsa burisinduna khuwakholanga bindu khulala,tulikuwa tunafanyia mambo yetu pamoja na kusaidiana kila kitu
mwitsa wange oyendio khuwakhonyananga burisinduna khuwakholanga bindu khulala,tunafanyia mambo yetu pamoja na kusaidiana kila kitu
mwitsawange oyendio nende abetsanga mulafu kama riuba khuarithingi nende bujamani mpaka husiri khubetsanga ninabwo,huyo rafiki yangu mweupe kama mwangaza tulikuwanga na upendo na tena bado tunao
mwitsawange oyendio abetsanga mulafu kama riuba khuarithingi nende bujamani mpaka husiri khubetsanga ninabwo,huyo rafiki yangu mweupe kama mwangaza tulikuwanga na upendo na tena bado
mhana mima yarinende oyendio milai kabisa,huyo msichana alikuwa na tabia nzuri sana
mhana oyendio yarinende mima milai kabisa,sana msichana alikuwa na tabia nzuri huyo
mima kiae milai ekiendio hubira yantsekesia mpaka yakera balimu musikuli barumanya bilai hubira marebo nende emima milai musikuli silamba khubera bima hubera siniburumwa dawe,hiyo tabia yake nzuri alinifunza hadi akafanya walimu kwa shule wakatujua kwa sababu ya kupita mtihani na tabia nzuri katika shule yote
mima kiae milai ekiendio yantsekesia mpaka yakera balimu musikuli barumanya hubera hubira marebo nende emima milai musikuli silamba khubera bima bilai siniburumwa dawe,hiyo tabia yake nzuri alinifunza hadi akafanya walimu kwa shule wakatujua kwa sababu sababu ya kupita na tabia nzuri katika shule yote
khubera bima dawe bilai siniburumwa dawe,kwa sababu heshima si utumwa
khubera bima bilai siniburumwa dawe,heshima sababu kwa si utumwa
oyendio mwitsa wange ndamjama sana,nampenda sana huyo rafiki wangu
ndamjama mwitsa wange oyendio sana,nampenda huyo rafiki wangu
ingombe,ngombe
ingombe,ngombe
kharekhare tsinyanga tsia bakuka lukari balitsingi nende tsingombe tsingombe etsio tsabakhonyanga befu,hapo zamani enzi za babu zetu walikuwa na ngombe ngombe hao walikuwa wakiwasaidia sana
kharekhare tsinyanga tsia bakuka befu balitsingi nende tsingombe tsingombe etsio tsabakhonyanga lukari,hapo zamani enzi za babu zetu walikuwa na ngombe ngombe hao hao walikuwa wakiwasaidia sana
tsingombe tsino khubera tsina tsikhonye tsinyingi khubera tsiri nende tsifaida ni lukari,ngombe hawa mbona wanasaidia ni kwa kuwa wana manufaa mingi zaidi
tsingombe tsino khubera tsina tsikhonye ni khubera tsiri nende tsifaida tsinyingi lukari,ngombe mingi hawa mbona wanasaidia ni kwa kuwa wana manufaa mingi zaidi
beebusi befu baba baraaka ebindu bisabi khubera tsingombe ebindu etsio abulao owakhaya tsisolo tsino,wazazi wetu walikuwa wamepanda vitu vingi kwa sababu ngombe hao akuna asiyependa wanyama hawa
beebusi befu baba baraaka ebindu bisabi khubera tsingombe etsio abulao owakhaya tsisolo tsino,wazazi wetu walikuwa wamepanda vitu vingi kwa sababu ngombe hao wanyama akuna asiyependa wanyama hawa
tsikhurerera amabere nikhungwa itsiri nende ingolobe noongwa amabeere ako nikhungwa ni malayi lukari kabula bubi buosibuosi obunyala khunyasia obulamu buefu,hutuletea maziwa tukinywa asubui na jioni ukinywa maziwa hayo ni nzuri zaidihayana ubaya wowote ambao unaweza dhuru afya yetu
tsikhurerera amabere nikhungwa itsiri nende ingolobe noongwa amabeere ako ni malayi lukari kabula bubi buosibuosi obunyala khunyasia obulamu buefu,hutuletea maziwa tukinywa asubui na jioni ukinywa maziwa nzuri ni hayo zaidihayana ubaya wowote ambao unaweza dhuru afya yetu
inyama yosi khuria khuritsanga ingombe muno muno mundu naafwire mumasika khuritsanga mpaka khwerusiakho niindali lukari ikhurerera amaani mumubiri,nyama pia tunala tunakula ngombe sana sana mtu akifa kwenye matanga tunala hadi tujitoe wenyewe nimzuri sana hutuletea nguvu mwilini
inyama yosi khuria khuritsanga ingombe muno muno mundu naafwire mumasika khuritsanga mpaka khwerusiakho beene niindali lukari ikhurerera amaani mumubiri,nyama pia tunala tunakula ngombe sana sana mtu wenyewe akifa kwenye matanga hadi tujitoe wenyewe nimzuri sana hutuletea nguvu mwilini
tsingombe tsiefu stibestanga nende ameera mangi etsio ni tsiduasi,ngombe wetu huwa na majina mengi ngommbe hao ni wa kiume
tsingombe tsiefu stibestanga nende ameera mangi tsingombe etsio ni tsiduasi,ngombe wetu huwa na mengi ngommbe hao ni wa kiume
lisero tsiabakuuka liario likaasianga tsingubo tsiabakuuka befu mumadala nibatsia khukeenda,ngozi yake hutengeneza nguo za babu zetu kwa maboma wakienda kutenbea
lisero liario likaasianga tsingubo tsiabakuuka befu mumadala nibatsia khukeenda,hutengeneza yake ngozi nguo za babu zetu kwa maboma wakienda kutenbea
yari oludalu ya kine khwari khuthire khwiba khwiba misabibu ekio mundu ekio esiro,ilikuwa siku ya alkhamisi tulikuwa tumeenda kuiba mizabibu ya mtu usiku
yari oludalu ya kine khwari khuthire khwiba khwiba misabibu ekio mundu esiro,ilikuwa siku ya tulikuwa tumeenda kuiba mizabibu ya mtu usiku
ngakhwali nikhwemele hwali nende mukhana wefwe mukhongo ninda mukhana wefu yambolela mbu msala yaakule mizabibu nasi mbusie ni mbagi ya huali nayo,tulipokuwa tumesimama na dadangu mkubwa aliniambia kuwa apande mti achume mizabibu nami nikusanye nikieka ndani ya mfuko tuliokua nao
ngakhwali nikhwemele hwali nende mukhana wefwe mukhongo ni mukhana wefu yambolela mbu anine msala yaakule mizabibu nasi mbusie ninda mbagi ya huali nayo,tulipokuwa tumesimama na dadangu mkubwa aliniambia kuwa apande mti nikusanye achume mizabibu nami nikusanye nikieka ndani ya mfuko tuliokua nao
mukhana wefwe yaakula mizabibu ndaabusia nga yali naamborere naamborere khukibusia,dadangu alichuma mizabibu nikakusanya kama alivyoniambia nikusanye
mukhana wefwe yaakula mizabibu ndaabusia nga yali naamborere khukibusia,dadangu alichuma mizabibu nikakusanya kama nikusanye alivyoniambia nikusanye
khwali khuthia mdala nikhunyola mama wange yeekhale niyeunamire biesisa wao mbu oparanga sina mwikho nimreba afwire,tulipokuwa tukienda nyumbani tulimpata mamangu amekaa na kujihurumi nikamwuliza unafikiria nini jamaa wako ameaga
khwali khuthia mdala nikhunyola mama wange yeekhale niyeunamire biesisa nimreba mbu oparanga sina mwikho wao afwire,tulipokuwa tukienda nyumbani tulimpata mamangu amekaa na kujihurumi nikamwuliza unafikiria nini jamaa wako
mama mbu yamborera mbu mwanange mbaranga yange bekho bange bafua kata nisiebulwa mana,mamangu aliniambia mwanangu nafikiria kuwa jamaa zangu waliaga hata kama sijazaliwa
mama yange yamborera mbu mwanange mbaranga mbu bekho bange bafua kata nisiebulwa mana,mamangu mwanangu aliniambia nafikiria kuwa jamaa zangu waliaga hata kama sijazaliwa
ndekhala asi ninjaka khulomba mama nimborera mbu rekhanga khueunamira omanyire niweunamira niweunamira emburiranga bibi,nilikaa chini nikaanza kumbembeleza mama nikimwambia kuwa usiwe unajihurumia unajua ukijihurumia hua najihisi vibaya
ndekhala asi ninjaka khulomba mama nimborera mbu rekhanga khueunamira omanyire niweunamira emburiranga bibi,nilikaa chini nikaanza kumbembeleza mama nikimwambia ukijihurumia kuwa usiwe unajihurumia unajua ukijihurumia hua najihisi vibaya
ngakhuamala khuelewana ndamweresia mbu yandeba mizabibu ewinie yena mizabibu kino,tulipomaliza kuelewana nilimpa mizabibu akaniuliza kuwa umetoa wapi mizabibu hii
ngakhuamala khuelewana ndamweresia mizabibu yandeba mbu ewinie yena mizabibu kino,tulipomaliza kuelewana nilimpa mizabibu akaniuliza kuwa umetoa wapi nilimpa mizabibu hii
ndamborera mbu khurula khukikula khusiro mpaka nancy yari akhaire khukiria khuamkadia nende ngayakiria,nilimwambia kuwa tumetoka kuinunua sokoni na nancy alikuwa amekata kuila tukamdanganya mpaka alipoila
ndamborera mbu khurula khukikula khusiro nende nancy yari akhaire khukiria khuamkadia mpaka ngayakiria,nilimwambia kuwa tumetoka kuinunua sokoni na alikuwa nancy amekata kuila tukamdanganya mpaka alipoila
yakhuborera mbu nemwibire mizabibu kino mana yetha khuundeba mbu bana vao bebere mizabibu mulalola sietha khuikhorekha,alituambia kuwa iwapo mmeiba mizabibu hii na mtu aje kuniuliza kuwa watoto wako wameiba mizabibu mtaona kitakachofanyika
yakhuborera mbu nemwibire mizabibu kino mana mundu yetha khuundeba mbu bana vao bebere mizabibu mulalola sietha khuikhorekha,alituambia kuwa iwapo mmeiba mizabibu hii na mtu aje kuniuliza kuwa watoto wako wameiba mizabibu mtaona
aleetha,atakuja kuwachukua
aleetha khubabukula,kuwachukua atakuja
solumarachi no lukuwa lwa bakukhu kata befwe efwe khwakharula mlwibulo olo nano fwesi nga khwenyola mbu khulusunganga nano kata nende lwiblo lwa sai nalwo lwadonga kata ngefwe nende mulwivulo luo husunga olumarachi ni bulala burio kata khurula befwe beene ni viene viryo,kimarachi ni jina la nyanya zetu na hata sisi tulitoka kwa uzao huo na sasa tulijipata tukikizungumza na hata uzao wa sai ulibaki kukizungumza na hata kama sisi kuzungumza kimarachi ni umoja na ni vivyo hivyo
solumarachi no lukuwa lwa bakukhu befwe kata efwe khwakharula mlwibulo olo nano fwesi nga khwenyola mbu khulusunganga nano kata nende lwiblo lwa sai nalwo lwadonga husungwa kata ngefwe khurula mulwivulo luo husunga olumarachi ni bulala burio kata nende befwe beene ni viene viryo,kimarachi ni jina nyanya la zetu na hata sisi kwa uzao huo na sasa tulijipata tukikizungumza na hata uzao wa sai ulibaki kukizungumza na hata huo kama sisi kuzungumza kimarachi ni umoja na ni vivyo hivyo
solumarachi lusungwangwa avundu ali nende avandu vaangi nende nende kata avadidi,kimarachi kinatumika pahali palipo na watu wengi na hata watu wachache
solumarachi lusungwangwa avundu ali nende avandu vaangi nende kata avadidi,kimarachi pahali palipo na watu wengi na hata watu wachache
slakini kama efwe avamenyi va vaangi va busia sana khusunganga olumarachi,lakini hata kama sisi wakaazi wa busia wengi tunaungumza kimarachi
slakini kama efwe avamenyi vaangi va busia sana khusunganga olumarachi,lakini hata kama sisi wengi wakaazi wa busia wengi tunaungumza kimarachi
snende kata avandi varula mu luhya luno lwa nivatsia vamarachi avundu undi nalwo nivalusunga sa olumarachi,na hata watu wengine hutoka katika jamii hii ya marachi na kwenda sehemu zingine na bado huongea kimarachi
snende kata avandi varula mu luhya luno lwa vamarachi nivatsia avundu undi nalwo nivalusunga sa olumarachi,na hii hata watu wengine hutoka katika jamii hii ya marachi na kwenda sehemu zingine na bado huongea kimarachi
sna awendio ni avundu avalasunga lumarachi lakini avundu basunga sa lumarachi,ingawa sehemu hiyo hawaongei kimarachi watu hao wanaongea tu kimarachi
sna awendio ni avundu avalasunga lumarachi lakini basunga sa lumarachi,hawaongei sehemu hiyo ingawa kimarachi watu hao wanaongea tu kimarachi
snonyala khub omumenyi womvamarachi onyala weyekesia lurimi lwefu luno khaandi snonyala wamanya khaandi waludira zaidi,ukiwa mkaazi wa wamarachi unaweza kujifunza lugha hii na tena ukajua na kuishika zaidi
snonyala khub omumenyi womvamarachi onyala weyekesia lurimi lwefu luno khaandi wamanya khaandi waludira zaidi,ukiwa mkaazi wa wamarachi unaweza lugha kujifunza hii na tena ukajua na kuishika zaidi
skhumalana thinyanga tsino nende kata bana badidi bosi bakhula nibamanyire lumarachi na banyala khulusunga sana nokhumalna nende bazee ni valumanyire bilayi byene mana luhuwa kabisa ni khaandi lwenyera lwendeleye khusungwa mutsimbeka tsiosi,nikimalizia siku hizi hata watoto wadogo wanakua wakiwa wamejua kimarachi na wanaweza kukizungumza sana pamoja na wazee waluokuwa wamekijua vizuri na hivyo napenda lugha yangu kabisa na nakitakia kiendelee kuzungumzwa katika sehemu zote
skhumalana thinyanga tsino nende kata bana badidi bosi bakhula nibamanyire lumarachi na banyala khulusunga sana nokhumalna nende bazee bakhuula ni valumanyire bilayi byene mana ndaajama luhuwa lwanje kabisa ni khaandi lwenyera lwendeleye khusungwa mutsimbeka tsiosi,nikimalizia siku hizi hata watoto wadogo wanakua wakiwa wamejua pamoja na wanaweza kukizungumza sana pamoja na wazee waluokuwa wamekijua vizuri na hivyo napenda lugha yangu kabisa na nakitakia kiendelee kiendelee kuzungumzwa katika sehemu zote
sndakhaba justine mwandiki wefwe justine adhiambo,nimekwa mwandishi wetu justine adhiambo
sndakhaba mwandiki wefwe justine adhiambo,nimekwa mwandishi wetu adhiambo justine
abamenyi ba kenya basiange esinyenya mukhole ni muruke mubungi lukari murio mulaba muekhonyere nimukhola mu bulamu buenyu bwa imberi ni mulabola mbari ndabakhonya ni mwakhakanyirenge abaana benu,wakenya wenzangu mimi ninachotaka mfanye ni mfuge ngombe kwa wingi mkifanya hivyo mtakuwa mmejisaidia sana kwa maisha yenu ya mbeleni na mtasema niliwasaidia mtakuwa mkiwaambia watoto wenyu
abamenyi ba kenya basiange esinyenya mukhole ni muruke tsingombe mubungi nimukhola murio mulaba muekhonyere lukari mu bulamu buenyu bwa imberi ni mulabola mbari ndabakhonya ni mwakhakanyirenge abaana benu,wakenya wenzangu niliwasaidia ninachotaka mfanye ni ni mfuge ngombe kwa wingi mkifanya hivyo mtakuwa mmejisaidia sana kwa maisha yenu ya mbeleni na mtasema mimi mtakuwa mkiwaambia watoto wenyu
nisiamaririsia lukari ni siruke siri nende ikhabi ingombe mubulamu bua mundu,kabla sijamaliza ngombe ni mfugo ambaye ana baraka kubwa kwa maisha ya mtu
nisiamaririsia ingombe ni siruke siri nende ikhabi lukari mubulamu bua mundu,kabla sijamaliza ngombe ni mfugo ana baraka kubwa kwa maisha ya mtu
ingombe,ngombe
ingombe,ngombe
khurera niisolo ya khuruka mudala inyala khurera inyama khandi inyala ingombe mabere ingombe yoosi inyala khunyua matsi ya onyala khuiremera lusi nibilayi ingombe ninyola khuria bilayi,ngombe ni mnyama wa kufuga nyumbani anaweza leta nyama tena anaweza leta maziwa ngombe pia anaweza kunywa maji unaweza mkatia mabingobingo ni vizuri ngombe akipata kula vizuri
ingombe niisolo ya khuruka mudala inyala khurera inyama khandi inyala khurera mabere ingombe yoosi inyala khunyua matsi onyala khuiremera lusi nibilayi ingombe ninyola khuria bilayi,ngombe ni mnyama wa kufuga nyumbani anaweza leta nyama tena maziwa leta anaweza ngombe pia anaweza kunywa maji unaweza mkatia mabingobingo ni pia vizuri ngombe akipata kula vizuri
ingombe ni sindu silayi sinyala mundu onyala khukusia ingombe wanyola khuifura kama tsielefu mia tsidaru mundu naari nende ingombe aikhorera bindu bilayi kama amapesa nende khuisirikha,ngombe ni kitu kizuri kinaweza kusaidia mtu unaweza kuuza ngombe ukapata pesa kama elfu mia tatu mtu akiwa na ngombe anamfanyia vitu vizuri kama kumpuliza na kumtibu
ingombe ni sindu silayi sinyala khukhonya mundu onyala khukusia ingombe wanyola amapesa kama tsielefu mia tsidaru mundu naari nende ingombe aikhorera bindu bilayi kama khuifura nende khuisirikha,ngombe ni kitu kizuri kinaweza kusaidia mtu mtu kuuza ngombe ukapata pesa kama unaweza elfu mia tatu unaweza akiwa na ngombe anamfanyia vitu vizuri kama kumpuliza na kumtibu
khare nende ako ingombe khurima indalo khandi onyala khurusiamo ingombe inyama inyama ya ingombe ni indayi lukari inyama eyo niindayi khu abandu,kando na hayo ngombe anaweza lima shamba tena unaweza toa nyama nyama ya ngombe ni nzuri sana nyama hiyo ni nzuri kwa watu
khare nende ako ingombe inyala khurima indalo khandi onyala khurusiamo inyama inyama ya ingombe ni indayi lukari inyama eyo niindayi khu abandu,kando hayo ngombe anaweza ngombe lima shamba tena unaweza toa nyama nyama ya ngombe ni nzuri sana nyama hiyo ni nzuri kwa watu
khuitsurisia ingombe inyala khusinjibwa au ikusibwe inyala mu silayi arusi ingombe ni siindu khusinjibwa inyala khurera mabeere malayi lukari buri mundu anyale khurinda ingombe yaye,kukukumbusha ngombe anaweza kusimamishwa ama auzwe anaweza kusimamishwa kwa arusi ngombe ni kitu kizuri anaweza leta maziwa vizuri sana kila mtu aweze kulinda ngombe wake
khuitsurisia ingombe inyala khusinjibwa au ikusibwe inyala khusinjibwa mu arusi ingombe ni siindu silayi inyala khurera mabeere malayi lukari buri mundu anyale khurinda ingombe yaye,kukukumbusha kulinda anaweza kusimamishwa ama anaweza kusimamishwa kwa arusi ngombe ni kitu kizuri anaweza leta maziwa vizuri sana kila mtu aweze ngombe ngombe wake
ingombe ni indayi lukari ingombe khubera iri nende tsifaida,ngombe ni nzuri sana kwa sababu ana faida
ingombe ni indayi lukari khubera iri nende tsifaida,ngombe ni nzuri sana kwa sababu ni ana faida
ingokho ingokho,kuku
ingokho,kuku kuku
ingokho niindai lukari khubeera mukeni niyeetsa ndaajama ingokho mabuyu,kuku ni muhimu sana kwa maana mgeni akija nampenda kuku kwa sababu ya mayai
ingokho niindai lukari khubeera mukeni niyeetsa ndaajama ingokho khuluakhubera mabuyu,kuku ni muhimu sana kwa maana mgeni akija ya kuku kwa sababu nampenda mayai
esie ndajama ingokho khuluakhuba ikhonyanga,mimi napenda kuku kwa maana husaidia sana
esie ndajama ingokho khuluakhuba ikhonyanga lukari,mimi kuku napenda kwa maana husaidia sana
mani inyanga ndala mukeni yetsa khurukeendera nango ndari nende ingokho ndatsia ndasinja ingokho mani nimboola mbari ingokho ni sin silayi khusialo esindu,siku moja mgeni alikuja kututembelea nyumbani nilikuwa na kuku nikaenda nikamchinja kisha nikasema kuwa kuku ni kitu cha muhimu ulimwenguni humu
inyanga ndala mukeni yetsa khurukeendera nango ndari nende ingokho ndatsia ndasinja ingokho mani nimboola mbari ingokho ni esindu silayi khusialo sin,siku moja mgeni alikuja kututembelea nyumbani nikamchinja na kuku nikaenda nilikuwa kisha nikasema kuwa kuku ulimwenguni kitu cha muhimu ni humu
bajama ingokho khulokhubera inyala khukhuberesia ebindu amabuyu nga bingi eriana kata amapesa amapesa akandi onyala khukurira ebindu bingi ebiawenya,watu wanapenda kuku kwa kuwa anaweza kukupea vitu vingi kama vile mayai mboga na hata pesa pesa zingine unaweza ukanunua vitu vingine ambavyo unataka
bajama ingokho khulokhubera inyala khukhuberesia ebindu bingi nga amabuyu eriana kata amapesa amapesa akandi onyala khukurira ebindu bingi ebiawenya,watu wanapenda kuku kwa kuwa anaweza kukupea vitu kama vile mayai mboga na hata pesa zingine unaweza ukanunua vitu vingine ambavyo unataka
olukano olukano,hadithi
olukano,hadithi hadithi
khamuna nende khamuna omshiere,kidiri na bikizee
khamuna nende omshiere,kidiri na bikizee na
omushiere namarire natsire mjokoni okhufuka obusuma bwae yali yali nabulere mnzu khongo nabukula inyeni nachaka okhudekha,bikizee alikuwa ameenda jikoni amesonga sima yake akawa amemaliza kisha akaweka kwa nyumba na kuchukua samaki kuanza kukaanga
omushiere yali natsire mjokoni okhufuka obusuma bwae yali namarire nabulere mnzu khongo nabukula inyeni nachaka okhudekha,bikizee kuchukua ameenda jikoni amesonga sima yake akawa amemaliza kisha akaweka kwa nyumba na alikuwa samaki kuanza kukaanga
yali yengene mudala mwae nabukule mudala obusuma bwae nende ingeni nachaka okhulia niyekhale asi owamusala,alikuwa pekee yake katika boma lake amechukua sima lake na samaki akaanza kula akiwa amekiti chini ya mti
