Original,Translation
nga ne mucha khwibwaakala lukoba bakali khukhila babenywe mukhabaria lie khunyoa eelesia babaandu bewe,wakati mnaenda mji wengi kushinda wenu msiwaogope la kuanza patia watu wake
wele omunyali owa bioosi wele lukoba olwo bubweyaangu bwe khu wenywe enywe wareerao kumuleembe akari wenywe e misiri ali nanywe,mungu mweza wa vyote mungu mji huo kwa nafasi ya kutaka aliyewashinda nyinyi kutoka kea aliyeleta amani katikati yenu misri yuko nanyi
wele omunyali owa bioosi wele lukoba olwo bubweyaangu bwe khu wenywe owamureesia enywe khukhwama wareerao kumuleembe akari wenywe e misiri ali nanywe,mungu mweza wa vyote mungu mji kwa nafasi ya kutaka aliyewashinda nyinyi kutoka kea aliyeleta katikati yenu misri yuko nanyi
muchiile ne muchiile nabo,na mlienda nao
ne muchiile nabo,na mlienda
baaba ne alomalome kumuleembe mwiie omusaayi eecha ebweeni mala bekula bilibwa biabwe sikila bafukiilila ne banamae,walikuwa wakikubali amani vitani mwombezi akaja mbele kisha wakafungua malango yao sababu alizungumza na majeshi
baaba ne bafukiilila kumuleembe mwiie omusaayi eecha ebweeni mala bekula bilibwa biabwe sikila alomalome ne banamae,walikuwa wakikubali amani vitani mwombezi akaja mbele mbele kisha wakafungua malango yao sababu alizungumza na majeshi
akhamuboolele enywe babaandu balaba lukoba olwo ali baisiraeli rekeeresia be banasioobi benywe,atawaambia nyinyi watu wa mji huo wote kuwa waisiraeli sikiliza watakuwa watumwa wenu
akhamuboolele enywe babaandu be lukoba olwo ali baisiraeli rekeeresia balaba banasioobi benywe,atawaambia nyinyi wa watu wa mji huo wote kuwa waisiraeli sikiliza watakuwa watumwa wenu
ne kakhali endaalo ne yino mulikho mucha khuupana babaandu be lukoba olwo ne bakhafukiilila ne basiku benywe,ingaw siku hii mko mnaenda kupigana watu wa mji huo na hawakukubaliana na maadui zenu
ne kakhali endaalo yino mulikho mucha khuupana babaandu be lukoba olwo ne bakhafukiilila ne basiku benywe,ingaw siku hii mko mnaenda kupigana watu wa mji na hawakukubaliana na maadui zenu
mukhafwa kimiooyo khuuba ne kumuleembe ne nanywe tawe mukhaba baari basiku benywe tawe ne kakhali baarobora khuupana tawe namwe mwareenga mwaayaaya botookhelela lukoba olwo,hata mkifa mioyo kuwa na amani na nyinyi hapana msiwe waoga kwa maadui zenu ingawa waliteua kupigana ama mlitetemeka mkahangaika zunguka mji huo
mukhafwa kimiooyo khuuba ne kumuleembe ne nanywe tawe mukhaba baari khu basiku benywe tawe ne kakhali baarobora khu khuupana tawe namwe mwareenga mwaayaaya botookhelela lukoba olwo,hata mkifa mioyo ingawa na amani na nyinyi hapana msiwe waoga maadui kwa zenu kuwa waliteua kupigana ama mlitetemeka mkahangaika zunguka mji huo
wele tawe sikila wele omunyali owa bioosi wele wenywe ne mala alikho acha nanywe mala ara lukoba olwo mu alamupanila bwenywe bunyali mala amuelesie enywe yiira buuli mundu owe siseecha alikho olimo,mungu hapana sababu mungu mweza wa vyote mungu wenu akiwa anaenda nanyi kisha akaweka mji huo kwa uwezo wenu atawapigania kisha awape nyinyi ua kila mtu wa kiume aliyepo
wele tawe sikila wele omunyali owa bioosi wele wenywe ne alikho acha nanywe mala ara lukoba olwo mu bunyali bwenywe alamupanila mala amuelesie enywe yiira buuli mundu owe siseecha olimo,mungu kiume sababu mungu mweza wa vyote mungu wenu mungu akiwa anaenda nanyi kisha akaweka mji huo kwa uwezo wenu atawapigania kisha awape nyinyi ua kila mtu wa hapana aliyepo
bukhili bukhili,ushindi
bukhili,ushindi
liikhebulila,kumbukumbu
liikhebulila,kumbukumbu kumbukumbu
se ali omwana wo omukhasi niye omukhasi asiima tawe,si mtoti wa mwanamke aliyependa
se ali omwana wo omukhasi niye asiima tawe,si mtoti wa aliyependa mwanamke
mukoboselieyo mukoboselieyo,mrejeshee
mukoboselieyo,mrejeshee
nga omundu oyo oyo ne abisia khukapa kimiandu,wakati mtu huyo akipitisha kugawa mali
nga omundu oyo ne abisia khukapa kimiandu,wakati mtu wakati huyo akipitisha kugawa mali
ne aaba omwenelio ne amenyile aleeyi akhabila omusoleeli wowo namwe ewe waaba ne okhamanyile mukhasi niye asiima,mwenyewe alikuwa akiishi mbali akamtishia mvulana wako ama wewe ulikuwa hujui mke ambaye alipenda
ne omwenelio aaba ne amenyile aleeyi akhabila omusoleeli wowo namwe ewe waaba ne okhamanyile mukhasi niye asiima,mwenyewe alikuwa akiishi akamtishia mvulana wako ama wewe ulikuwa hujui mke ambaye alipenda
akhoya akhoya engo wowo,anastahili kama wako
akhoya engo wowo,wako kama anastahili
omwenelio siboofu ne eecha khu aane sitonyi siboofu khukhwola khabili muenja muelesie,mwenyewe akija kupeana kipande kikubwa kufika mara ya pili mtatafuta mmpatie
omwenelio ne eecha khu aane sitonyi siboofu khukhwola khabili muenja muelesie,akija kupeana kipande kikubwa kufika mara ya pili mtatafuta mmpatie
waaba ne onyoola sie sie kimiaandu khu musoleeli wewe epunda khola orio akhaba engubo omubele akhaba ne akhali omusoleeli yewe namwe sisiindu siosi siosi,ulikuwa ukipata ya mali yake kwa mvulana wake punda fanya hivyo hata nguo msamehe hata kama si mvulana wake ama kitu chochote
waaba ne onyoola sie kimiaandu kiewe khu musoleeli wewe epunda khola orio akhaba engubo omubele akhaba ne akhali omusoleeli yewe namwe sisiindu siosi siosi,ulikuwa ukipata ya wake punda yake kwa mvulana wake mali fanya hivyo hata nguo msamehe hata kama si mvulana wake ama kitu chochote
omuisiraeli wasio atibiisie mala ewe oyo akhoya oyo aelesie omusoleeli wewe wasinyoola okhalekha khuyeeta tawe,muisraeli mwenzako alipoteza kisha wewe mtu huyo anastahili ampe mvulana wake akipata usiwache kusaidia
omuisiraeli wasio atibiisie mala ewe oyo akhoya aelesie omusoleeli wewe wasinyoola okhalekha khuyeeta tawe,muisraeli mwenzako alipoteza kisha anastahili mtu huyo wewe ampe mvulana wake akipata usiwache kusaidia
omubele bungali bwewe sikila omwenoyo ne obona epunda yo muisiraeli wasio niye kamaani kewe ke khunyoa,msamehe ukweli wake sababu huyo alipona punda ya muisreali mwenzake ndiye aliyekuwa na nguvu zake ya kuanza
omubele bungali bwewe sikila omwenoyo ne obona epunda yo muisiraeli wasio niye ooli kamaani kewe ke khunyoa,msamehe ukweli wake sababu huyo alipona punda ya muisreali mwenzake ndiye mwenzake aliyekuwa na nguvu zake ya kuanza
ekhaafu yakwile khu ngilaokhalekha khumuyeeta tawe,ama ngombe ameanguka kwa njia usiwache kumsaidia
namwe ekhaafu yakwile khu ngilaokhalekha khumuyeeta tawe,ama ameanguka kwa njia usiwache kumsaidia
muyeete khuloondekhana enyosie sisiaayo siewe,msaidie kutokana na kuamsha mfugo wake
muyeete khuloondekhana no enyosie sisiaayo siewe,msaidie kuamsha na kutokana mfugo wake
musoleeli omureengu musoleeli,mvulana mkaidi
musoleeli omureengu,mkaidi mvulana
babaandu be siikhasi bakhafwara chingubo che babaandu be siseeche tawe namwe sisecha bakhafwara chingubo babaandu be sikhasi tawe,watu wa kike wasivae nguo za watu wa kiume ama watu wa kiume wasivae mavazi ya watu wa kike
babaandu be siikhasi bakhafwara chingubo che babaandu be siseeche tawe namwe be sisecha bakhafwara chingubo che babaandu be sikhasi tawe,watu wa kike wasivae nguo za watu wa kiume ama watu wa kike wasivae mavazi ya watu wa kiume
omundu no omusoleeli onaania okharia paapa ne maawe tawe akhaba ne bamukololosia,mtu alikuwa na mvulana anayesumbua asiyetii baba na mama yake hata wakimrudi
omundu aaba no omusoleeli onaania okharia paapa ne maawe tawe akhaba ne bamukololosia,mtu alikuwa na asiyetii mvulana anayesumbua asiyetii baba na mama yake hata wakimrudi
wele omunyali bakholanga owa bioosi bakhoyeele bamuyile we wenywe abiila babaandu bakholanga basaakhulu babemeelesi be lukoba ne bibiindu nga ebio,mungu mweza wa vyotewanastahili wampeleke mbele zenu alichukia watu wanaofanya wazee wasimamizi wa mji na vitu kama hivyo
wele omunyali owa bioosi bakhoyeele bamuyile ebweeni we wenywe abiila babaandu bakholanga basaakhulu babemeelesi be lukoba ne bibiindu nga ebio,mungu mweza wa vyotewanastahili wampeleke mbele zenu alichukia watu wanaofanya wazee wasimamizi wa na vitu kama hivyo
bamenyile mala bamwimisie a,wanaoishi kisha wamsimamishe kwa lango
bamenyile mala bamwimisie a silibwa,wanaoishi kisha wamsimamishe lango
nyuni ne onyoola siswi sie nyuni khumurongoro,na ukipata kiota cha ndege mtini
ne onyoola siswi sie nyuni khumurongoro,ndege ukipata kiota cha na mtini
balaboolela basaakhulu omureengu namwe asi ne enyuni engene yakonele kamaki namwe omusoleeli wewe yuno ali bali owe sileka lundi ali ne mbelekeu,wataambia wazee kuwa ama chini na ndege pekee amelalia mayai ama makinda mvulana wake huyu ni mkaidiwa kiburi tena wa na kiburi na si mwadilifu
balaboolela basaakhulu bali namwe asi ne enyuni engene yakonele kamaki namwe kamaana omusoleeli wewe yuno ali omureengu owe sileka lundi ali ne mbelekeu,wataambia tena wazee kuwa ama chini na ndege pekee amelalia mayai ama makinda mwadilifu mvulana wake huyu ni mkaidiwa kiburi tena wa na kiburi na si mwadilifu
owe kumuliuliu lundi kumuliuliu omumeesi,wa tamaa tena mlevi
owe kumuliuliu lundi omumeesi,wa tamaa mlevi
nio onyala wabukula kamaana ne kakhali okhoya be lukoba olwo boosi balamu babaandu opurusie maawe afwe,ndiye anayeweza kuchukua makinda ingawa watu wa mji huo wote wazima unastahili umfureshe mama afe
nio onyala wabukula kamaana ne kakhali babaandu be lukoba olwo boosi balamu okhoya opurusie maawe afwe,ndiye anayeweza kuchukua makinda ingawa watu wa mji huo wote wazima wa unastahili umfureshe mama afe
murusie wenye lundi nio oyindile akari bumayaanu,muondoe uovu tena ndipo utajirike katikati yenu
murusie bumayaanu lundi nio oyindile akari wenye,muondoe uovu tena ndipo utajirike yenu
buli mu isiraeli,kila mtu kwa usraeli
buli mundu mu isiraeli,kila mtu kila kwa usraeli
ne wombakha enju alaulila khupila embia sisiekholeekhe mala alaria,ukijenga nyumba mpya pigia atasikia kilichotendeka kisha atatii
ne wombakha enju embia khupila alaulila sisiekholeekhe mala alaria,ukijenga nyumba atasikia pigia mpya kilichotendeka kisha atatii
ererwe kho obotookhelesie,wacha aletwe azunguke
kho ererwe obotookhelesie,wacha azunguke aletwe
nio kamalaka ne kumusaango kwe sifuki sio omundu okhaba kakaukhaana,ndipo usiwe na tambiko ya damu ya mtu sheria zilizotofautiana
nio okhaba ne kumusaango kwe sifuki sio omundu kamalaka kakaukhaana,ndipo usiwe na tambiko damu ya mtu sheria zilizotofautiana
orio biakhulia murongooro,ukafanya hivyo chakula mtini
wakhola orio biakhulia murongooro,hivyo ukafanya chakula mtini
ne kakhali ebio bioosi bilareerwa ebweeni wa wele bilareerwa ngwachakho siilo sioosi tawe,isipokuwa hivyo vitaletwa mbele ya mungu jinsi ulivyoenda usiku wote
ne kakhali ebio bioosi bilareerwa ebweeni wa wele ngwachakho siilo sioosi tawe,isipokuwa hivyo vitaletwa mbele ya mungu jinsi isipokuwa ulivyoenda usiku wote
khukhoya omunyali bioosi,tumsifu mweza wa vyote
khukhoya omunyali owa bioosi,tumsifu mweza wa wa vyote
kusiikhwe endaalo kusiikhwe eyo nengene,tuzikwe siku hiyo yenyewe
kusiikhwe endaalo eyo nengene,tuzikwe siku tuzikwe hiyo yenyewe
okhaboa eeyi ne khu punda khu lichooki lilala,usifunge fahali na punda kwa nira moja sababu
okhaboa eeyi ne punda khu lichooki lilala,usifunge fahali na punda kwa sababu moja nira
khusungwacha khu murongooro ali ne okhafwara engubo engubo eyakholwa silaamo sia wele,kuninginia kwa mti ukiwa hujafaa nguo ilifanywa laana ya mungu
khusungwacha khu murongooro ali ne okhafwara engubo eyakholwa silaamo sia wele,kuninginia kwa mti hujafaa nguo ilifanywa laana ya mungu
mukhanyaalutia khukhwama khu bufuumbo bwe kamakheese alala nende bwe ngubo alikho amuelesia enywe,msichafue nchi kutoka kwa manyoa ya kondoo pamoja na nguo anayowapa nyinyi
mukhanyaalutia siba khukhwama khu bufuumbo bwe kamakheese alala nende bwe ngubo alikho amuelesia enywe,msichafue nchi kutoka kwa na manyoa ya kondoo pamoja na nguo anayowapa nyinyi
ne obona ekhaafu namwe ruka buusi bukali mala oboe likheese lio wasio muisiraeli buyenje khu ndulo chine che sisibiimbi,aliyekuwa akiona ngombe ama kushona kamba nyingi kisha ufunge kondoo la muisraeli wenzako maua kona nne za karibu
waaba ne obona ekhaafu namwe ruka buusi bukali mala oboe likheese lio muisiraeli wasio buyenje khu ndulo chine che sisibiimbi,aliyekuwa akiona ngombe kona ama kushona kamba nyingi kisha ufunge kondoo la muisraeli wenzako maua kona nne za karibu
mu ngila yino yino mularusiao kamalaka khuloondekhana ne bumayaanu akari wenywe,kwa njia hii mtaondoa sheria kufuatana na maovu kati yenu
mu ngila yino mularusiao kamalaka khuloondekhana ne bumayaanu akari wenywe,kwa njia mtaondoa sheria kufuatana na maovu kati yenu
bukwalaafu bwe limenyaomundu aanyoolekha ne alikho omundu anyala aakhwa omukhaa akona omukhasi wo owasie,utulivu wa maisha mtu alipatikana na kuna mtu anayeweza akalipa mahari msichana na mke wa mwenzake
bukwalaafu bwe limenyaomundu aanyoolekha ne alikho omundu anyala aakhwa omukhaa akona ne omukhasi wo owasie,utulivu wa maisha mtu akalipa na kuna mtu anayeweza alipatikana mahari msichana na mke wa mwenzake
mu yino mularura amanye ali se amwenya tawe,kwa njia hii mtatoka ajue kuwa simhitaji
mu ngila yino mularura amanye ali se amwenya tawe,kwa njia hii mtatoka kuwa simhitaji
anyala wenywe bumayaanu akari arusiao,anaweza akaondoa uovu kati yenu
anyala arusiao bumayaanu akari wenywe,anaweza uovu kati yenu
hata loma bubi khu mukhaana oyo chisoni omundu aanyoolekha mu lukoba ne aambie omukhaana oyo mala,hata sena vibaya kwa msichana huyo kisha mtu anayepatikana kwa mji na ampe msichana huyo aibu
hata loma bubi khu mukhaana oyo mala omundu aanyoolekha mu lukoba ne aambie omukhaana oyo chisoni,ampe sena vibaya kwa msichana huyo kisha mtu anayepatikana kwa mji na hata msichana huyo aibu
anyala alikho akona ne omukhaana niye aloma okundi nakhwa omukhasi yuno ne muondu ali akhwele,anaweza kuwa analala na msichana ambaye alisema kuwa alimposa mke huyu na mtu mwingine apose
anyala alikho akona ne omukhaana niye aloma ali nakhwa omukhasi yuno ne muondu okundi akhwele,anaweza kuwa analala na msichana ambaye alisema kuwa alimposa mke huyu na apose mwingine mtu
omukhaana bombi bakhoya omukhaana yuno bayile enje we lukoba,wawili hawa wanastaili wampeke msichana huyu nje ya mji
bombi bakhoya omukhaana yuno bayile enje we lukoba,huyu hawa wanastaili wampeke msichana wawili nje ya mji
omukhaana aakukuula buyeeti,msichana akapiga nduru akiitisha usaidizi
omukhaana aakukuula khulaanga buyeeti,msichana akapiga nduru akiitisha
kaaba kario raraawe ne maawe barura mulukoba ne ne batima,hivyo basi babake na mamake wailitoka nje ya mji wakikimbia
kaaba kario raraawe ne maawe barura mulukoba ne batima,hivyo basi babake na mamake wailitoka nje ya mji
ne mukhaana bakhoya simanyisio bareere,na msichana anafaa alete kitambulisho
ne mukhaana bakhoya bareere simanyisio,na msichana anafaa alete
omukesia asili omukhaana asili aba owabeela,msaidizi wa msichana anastaili kuwa ameolewa
omukesia asili omukhaana aba owabeela,msaidizi wa kuwa anastaili msichana ameolewa
rarawe owo mukhaana ewenywe alaboolela,babake msichana atawatembelea kwenu
rarawe owo mukhaana alaboolela ewenywe,babake msichana kwenu atawatembelea kwenu
bakhulu abo bali nende kimima kiabwe kiabwe kie ekholo,wazee hao wana utamaduni wao wa kiukoo
bakhulu abo bali nende kimima kiabwe kie ekholo,wazee hao wana utamaduni wao utamaduni wa kiukoo
omundu niye khu mukhaana aakwa yuno,mtu ambaye alimnajizi msichana ndiye huyo
omundu aakwa khu mukhaana niye yuno,mtu huyo ambaye alimnajizi msichana ndiye huyo
ne kakhafwa kafwile aba lifwa liwe,hata akifa atakuwa amekufa kifo chake
ne kakhafwa aba kafwile lifwa liwe,hata amekufa akifa atakuwa amekufa kifo chake
kumusaango okwo kuli sili sisiekesia sibi,tambiko hilo linaashiria kitu kibaya
kumusaango okwo kuli sisiekesia sili sibi,hilo tambiko linaashiria kitu kibaya
beengilila beengilila omundu okundi mala bamwiira,walimvamia mtu mwingine kisha wakamuua
beengilila omundu okundi mala bamwiira,kisha mtu mwingine walimvamia wakamuua
omundu akwile khu mukhaana oyo mundaa,mtu huyo alimnajisi msichana huyo kichakani
omundu oyo akwile khu mukhaana oyo mundaa,mtu msichana alimnajisi huyo huyo kichakani
balabukula omuseecha oyo mala se tawe ne bikholekha,watamchukuwa yule mwanamume ingawa hakuwepo yatendeka
balabukula omuseecha oyo mala se abeleo tawe ne bikholekha,yatendeka watamchukuwa yule mwanamume ingawa hakuwepo yatendeka
nandi amupe kimikhomwa nie aulile,niliwaambia kwamba wamuchape viboko ndipo asikie
mbabolele nandi amupe kimikhomwa nie aulile,niliwaambia kwamba wamuchape viboko ndipo
balamuraakho bikoche bamuile balamuraakho musiboe,watamfunga pingu kisha wamupeleke jela
balamuraakho bikoche bamuile musiboe,watamfunga pingu kisha wamupeleke jela watamfunga
omundu aakwa owe khu mukhaana owe kumuruungo kwe chishekeli bitonyi bikali,mtu anayemnajisi msichana anastaili kulipa gharama kubwa
omundu aakwa khu mukhaana owe kumuruungo kwe chishekeli bitonyi bikali,mtu kubwa msichana anastaili kulipa gharama anayemnajisi
aruunge raraawe owo mukhaana chirupia echo karaano bie fwesa,atalipo babake wa msichana pesa hizo na vipande hamsini za fedha
aruunge raraawe owo mukhaana chirupia echo kamakhumi karaano bie fwesa,atalipo babake wa msichana pesa hizo vipande hamsini za fedha
omundu okwakho busa ne ne kamaani khumukhasi nebamulekha alachiililila,mtu ambaye anamnajizi mwanamke kwa nguvu akiachiliwa atendelea
omundu okwakho busa ne kamaani khumukhasi nebamulekha alachiililila,mtu ambaye anamnajizi mwanamke kwa nguvu akiachiliwa
mala mu bulamu bwewe bwoosi ne aliba chingunyi chingali,katika maisha yake yote atakuwa na majuto
mala mu bulamu bwewe bwoosi aliba ne chingunyi chingali,katika maisha yake yote atakuwa na majuto majuto
omwana khu sekela khu bakhasi ba raraawe tawe,mwana hawezi kumiliki wake za babake
omwana sekela khu bakhasi ba raraawe tawe,mwana hawezi kumiliki za babake
omundu oyo khu ali sekela aloma mukhasi owa raraawe tawe,mtu huyo alisema kwamba hakumiliki mke wa babake
omundu oyo aloma ali sekela khu mukhasi owa raraawe tawe,mtu huyo alisema kwamba hakumiliki mke wa
kasima khukhola bueeyi khukhola ne asimenya munju mwe bamusaala,anapenda kuzini ilhali bado anaishi na wazazi
kasima khukhola bueeyi ne asimenya munju mwe bamusaala,anapenda kuzini ilhali na anaishi bado wazazi
babukula omukhasi oyo munju eya raraawe,wakachukua mwanamke huyo na kumupeleka kwenye nyumba ya babake
babukula omukhasi oyo bamuila munju eya raraawe,wakachukua mwanamke huyo na ya kumupeleka kwenye nyumba ya babake
akholile sisiindu sikhali silayi sikhali tawe,alitenda jambo ambalo si nzuri
akholile sisiindu sikhali silayi tawe,alitenda nzuri ambalo si jambo
kano kali kamakhuwa ke chisoni mu baandu,haya ni mambo ya aibu mbele ya watu wetu
kano kali kamakhuwa ke chisoni mu baandu befwe,haya ni mambo ya aibu mbele watu wetu
bebuusiana khusaaya wele omunyali owa abuundu nende vyote enje,walijikusanya kuabudu mungu mweza wa vyote na mahali nje
bebuusiana khusaaya wele omunyali owa vyote nende abuundu enje,walijikusanya kuabudu mahali mweza wa vyote na mungu nje
bacha ekambi niio babaandu banyala bacha,kambi ambayo watu wanaweza wakaenda
ekambi niio babaandu banyala bacha,kambi ambayo wanaweza watu wakaenda
mbao oweyasiima omundu namwe khukhwiyeeta,hakuna mtu anayejipenda ama kujisaidia
mbao omundu oweyasiima namwe khukhwiyeeta,hakuna ama anayejipenda mtu kujisaidia
suta lusaala ne bulwaani bowo owe lisaaye libuusia okhengile mu liewe,beba kijiti na silaha yako wa uzao wake usiingie kwa mkusanyiko
suta lusaala ne bulwaani bowo owe lisaaye liewe okhengile mu libuusia,beba kijiti na silaha yako wa uzao wake usiingie kwa usiingie mkusanyiko
ne wenya khukhwiyeeta na lie babaandu ba wele omunyali owa onyala bioosi wayaba liloo mala wachaamo,mkitaka kujisaidia na watu wa mungu mweza wa vyote unaweza ukachimba shimo kisha ukaingia ndani
ne wenya khukhwiyeeta na lie babaandu ba wele omunyali owa bioosi onyala wayaba liloo mala wachaamo,mkitaka na watu wa mungu mweza wa vyote unaweza ukachimba shimo kisha ukaingia ndani
welilisia,ukimakiza ufunike
omalile welilisia,ufunike ukimakiza
endakatifu ekambi yenywe ekhoya ebe endakatifu,kambi yenu inastahili iwe takatifu
ekambi yenywe ekhoya ebe endakatifu,inastahili yenu kambi iwe takatifu
mbao omuamoni namwe omumoabu be lisaaye liabwe,hakuna muamoni ama muamoabu kwa wa uzao wao
mbao omuamoni namwe omumoabu khu be lisaaye liabwe,hakuna muamoni ama kwa wa uzao wao
yesi yesi khu be lisaaye liabwe akeendangamo akhaba mu selukho eye olingila khumuonia enywe ne khukhwira akeendangamo basiku mu lisaaye libuusiana lie babaandu ba wele benywe,yeyote kwa wa vuzao wao alikuwa akitembea akiwa kwa uzao utaingia kuwaponya nyinyi na kuwaua maadui kwa mkusanyiko wa watu wa mungu wenu
yesi yesi khu be lisaaye liabwe akeendangamo akhaba mu selukho eye olingila khumuonia enywe ne khukhwira basiku mu libuusiana lie babaandu ba wele benywe,yeyote kwa wa vuzao wao alikuwa akitembea akiwa kwa uzao utaingia wa nyinyi na kuwaua maadui kwa mkusanyiko wa watu kuwaponya mungu
khola murio wele omunyali omunyali owa bioosi akhabona sisiindu siosi siosi tawe,fanya hivyo ndipo mungu mweza wa vyote asione kitu chochote
khola murio nio wele omunyali omunyali owa bioosi akhabona sisiindu siosi siosi tawe,fanya mweza hivyo ndipo mungu mweza wa vyote asione kitu chochote
kali omunyali sikila kario bamwimana enywe biakhulia ne kameechinga ne mwaba khu lukeendo ne mwama misiri sibala sinyaalu sinyala siakila wele nibo owa bioosi amufutarira,yako hivyo sababu ambao walimnyima nyinyi vyakula na maji wakati mlikuwa kwa safari mkitoka misri nchi chafu inaweza ikasababisha mungu mweza wa vyote akamuona kinyume
kali kario sikila nibo bamwimana enywe biakhulia ne kameechinga ne mwaba khu lukeendo ne mwama misiri sibala sinyaalu sinyala siakila wele omunyali owa bioosi amufutarira,yako hivyo sababu ambao walimnyima wa vyakula akamuona maji wakati mlikuwa kwa safari mkitoka misri nchi chafu inaweza ikasababisha mungu mweza nyinyi vyote na kinyume
lundi baruunga balamu okhwa beori khukhwama mu kamalaka kakaukhaane lwa lukoba petiori mu mesopotamia,tena walilipa balamu mwana wa beori kutoka kwa sheria zilizotofautiana mji wa petiori kwa mesopotamia
lundi baruunga balamu okhwa beori khukhwama mu kamalaka kakaukhaane lukoba lwa petiori mu mesopotamia,mesopotamia tena walilipa balamu mwana wa beori kutoka kwa sheria zilizotofautiana mji wa petiori kwa mesopotamia
nasioobi aaba ne khumulaama enywe,mtumwa alikuwa akitoroka kumlaani nyinyi
nasioobi aaba ne elukha khumulaama enywe,mtumwa alikuwa kumlaani akitoroka nyinyi
kakhaba kario khwama wo mukhulu wewe mala eeche khwiwe omuyeete okhamukobosiayo aarekeeresia ka tawe,hata hivyo kutoka kwa mkubwa wake kisha aje kwangu msaidie usimrejeshe huko akasikiliza ya balamu
kakhaba kario khwama wo mukhulu wewe mala eeche khwiwe omuyeete okhamukobosiayo aarekeeresia ka balamu tawe,hata hivyo kutoka kwa wake kisha aje kwangu msaidie usimrejeshe huko akasikiliza ya balamu
anyala aamenya mu lukoba lwosi khu aakaluukhasia chenywe ngoba silaamo siaaba chikhabi sikila aamusiima enywe,anaweza akaishi kwa mji wote kwa miji zenu akabadilisha laana ikawa baraka sababu aliwapenda nyinyi
anyala aamenya mu lukoba lwosi khu ngoba chenywe aakaluukhasia silaamo siaaba chikhabi sikila aamusiima enywe,anaweza akaishi laana kwa mji wote kwa miji zenu akabadilisha laana ikawa baraka sababu aliwapenda nyinyi
mukhaenja ne arobore chikholo bakhalafu khu niye khuuba ne kumuleembe ne mukhaba tawe chino namwe mubenyele buiinda,msitafute akiwa ameteua msiwe wagumu kwa yeye kuwa na amani na ukoo hizi ama muwatakie mali
mukhaenja ne arobore mukhaba bakhalafu khu niye khuuba ne kumuleembe ne chikholo tawe chino namwe mubenyele buiinda,msitafute akiwa ameteua msiwe wagumu kwa yeye kuwa na amani na ukoo ama muwatakie mali
akhabao omundu yesi bulamu munju yesi bwenywe bwoosi tawe,hatakuwepo mtu yeyote kwa nyumba uzima wenu wote
akhabao omundu yesi yesi munju bulamu bwenywe bwoosi tawe,hatakuwepo mtu yeyote kwa uzima nyumba wenu wote
mukhabiila baedomu tawe bali bakhasi namwe owe siseecha okhola baedomu balebe benywe,msiwachukie waedomu walio wanawake ama wa kiume anayefanya jamii zenu
mukhabiila baedomu tawe bali bakhasi namwe owe siseecha okhola balebe benywe,waedomu msiwachukie walio wanawake ama wa kiume anayefanya jamii zenu
lundi bamitiani tawe,tena msiwachukie wamidiani
lundi mukhabiila bamitiani tawe,msiwachukie tena wamidiani
mukhayila chirupia chinyoolekhe siri tawe sikila chinyoolekhe khukhwama mu bueeyi sibala siabwe,msipeleke pesa siri kwa sababu zimepatikana kutoka kwa uasherati nchi yao
mukhayila chirupia siri tawe sikila chinyoolekhe khukhwama mu bueeyi sibala siabwe,msipeleke pesa siri nchi sababu zimepatikana kutoka kwa uasherati kwa yao
khukhwamila khu selukho namwe che chingila khuchiililila chimayaanu munju eya khataru khuchiililila,kutokea kwa uzao ama za njia mbovu kwa nyumba ya tatu kufululiza
khukhwamila khu selukho namwe che chingila chimayaanu munju eya khataru khuchiililila,kutokea kwa uzao ama za njia tatu kwa nyumba ya mbovu kufululiza
baedomu ne bamisiri banyala bengila abiila bikholwa bikholwa ebio mu libuusiana lie babaandu,waedomu na wamisiri wanaweza wakaingia akachukia matendo kwa mkusanyiko wa watu
baedomu ne bamisiri banyala bengila abiila bikholwa ebio mu libuusiana lie babaandu,waedomu na wamisiri wanaweza wakaingia akachukia akachukia matendo kwa mkusanyiko wa watu
omunyali bioosi,mweza wa vyote
omunyali owa bioosi,mweza wa wa vyote
ne wikopia chirupia namwe siakhulia namwe sisindu sisiindi siosi siosi khu khuliinda eye muisiraeli wasio okharaakho bukhala,na mkikopesha pesa ama chakula ama kitu kingine chochote kwa kulinda kambi ya muisaraeli mwenzake hata akiweka riba
ne wikopia chirupia namwe siakhulia namwe sisindu sisiindi siosi siosi khu khuliinda ekambi eye muisiraeli wasio okharaakho bukhala,pesa na mkikopesha pesa ama chakula ama kitu kingine chochote kwa kulinda kambi ya muisaraeli mwenzake hata akiweka riba
ne muli mu kambi siise liie nibio wikopia baakwa ne okhakholela mulobe sisiindu siosi siosi orio omuisiraeli wasio tawe,na mkiwa kwa kambi wakati wa vita ambavyo ulikopesha walianguka na asiyefanyia mnastahili mkatae kitu chochote hivyo muisraeli mwenzako
ne muli mu kambi siise sie liie nibio wikopia baakwa ne okhakholela mukhoya mulobe sisiindu siosi siosi orio omuisiraeli wasio tawe,na mkiwa kwa wakati wa vita ambavyo ulikopesha walianguka na asiyefanyia mnastahili mkatae kitu chochote hivyo muisraeli mwenzako
khola orio sinyala siamukhola mwaba banyaalu khuloondekhana ne kumwiima kwowo akhuelesie ewe chikhabi,fanya hivyo inaweza ikawafanya nyinyi mkawa wachafu kutokana na tabia yako akakupa wewe baraka
