Original,Translation
sitabu sino simanyikhaane khu lisina lie bakhalaki ne kakhali litinyiilisha lilimo lili khu makhuwa niko babemeelesi be babaandu bakhola,kitabu hiki kinajulikana kwa jina la linasisitiza waamuzi isipokuwa linasisitiza yaliyomo kwenye maneno ambayo wasimamizi wa watu walifanya
khu boola bungali se bano baba bakhalaki tawe,kusema ukweli hawa hawakuwa waamuzi
khu boola bungali bano se baba bakhalaki tawe,kusema ukweli hawa hawakuwa waamuzi kusema
sifuno siboofu lulomo lwefwe bano baba babemeelesi be liie siise sie butinyu nende sie kumulembe,lengo kuu kwa lugha yetu hawa walikuwa wasimamizi wa vita wakati wa ugumu na wa amani
sifuno siboofu mu lulomo lwefwe bano baba babemeelesi be liie siise sie butinyu nende sie kumulembe,lengo kuu kwa lugha vita hawa walikuwa wasimamizi wa yetu wakati wa ugumu na wa amani
babemeleesi be bano sibala becha e kanaani khukhwama siise nisio baisiraeli barakikhira ndala sibala esio khukhwola siise nisio banyoolelamo omwami owe khunyoa wakana kumwiiko kwe eleefu ndala ne chimia chibili nendeeleefu khukhwaamiia,wasimamizi wa koo hizi walikucha kanaani kutoka wakati ambao waisraeli walianza kuhamia nchi hiyo kufika wakati wakati ambao walipata mfalme wa kwanza labda mwaka wa elfu moja na mia mbili na elfu moja
babemeleesi be chikholo bano becha e kanaani khukhwama siise nisio baisiraeli barakikhira khukhwaamiia sibala esio khukhwola siise nisio banyoolelamo omwami owe khunyoa  wakana kumwiiko kwe eleefu ndala ne chimia chibili nendeeleefu ndala,wa koo hizi walikucha kanaani kutoka wakati ambao waisraeli walianza kuhamia nchi hiyo kufika wakati ambao walipata mfalme wa kwanza labda mwaka mbili elfu moja na mia wa na elfu moja
nono kario sitabu siise sikhebusia kamakhuwa niko babemeelesi bano bakhola mu biise bikabukhane ne abuundu akabukhaane mu esio siise sie khurakikha buruki bwe bubwaami ne bukhabaao tawe ne kaakhaba kario tawebuli mundu akholanga nga enya lola,sasa kitabu hiki kinakumbusha maneno ambayo wasimamizi hawa walifanya kwa wakati tofauti na sehemu tofauti kwa nchi hiyo wakati wa kuanza uongozi wa ufalme ambao hujakuwepo na hata ivyo kila mtu alikuwa akifanya jinsi atakavyo
nono sitabu sikhebusia kamakhuwa niko babemeelesi bano bakhola mu biise bikabukhane ne abuundu akabukhaane mu sibala esio siise sie khurakikha buruki bwe bubwaami ne bukhabaao tawe ne kaakhaba kario tawebuli mundu akholanga nga enya lola,sasa kitabu hiki kinakumbusha maneno wakati wasimamizi hawa walifanya kwa wakati tofauti na sehemu tofauti kwa nchi hiyo ambayo wa kuanza uongozi wa ufalme ambao hiyo hujakuwepo na atakavyo ivyo kila mtu alikuwa akifanya jinsi hata
mu khu sino khuboolelwa khase na khase khuli khuchililila bulayi namwe khukhilwa khwe baisiraeli khuloondekhana ne busuubilwa bwabwe khase sitabu wele,kwa kitabu hiki tunaambiwa mara kwa mara kuhusu kuendelea vizuri ama kushindwa kwa waisraeli kufuatana na uaminifu wao kwa mungu
mu sitabu sino khuboolelwa khase na khase khuli khuchililila bulayi namwe khukhilwa khwe baisiraeli khuloondekhana ne busuubilwa bwabwe khu wele,kwa kitabu waisraeli tunaambiwa mara kwa kwa mara kuhusu kuendelea vizuri ama kushindwa kwa hiki kufuatana na uaminifu wao kwa mungu
basuubilwa khu wele siareera libuna ne kakhali sileka ne khukhweyikina wele khureeranga chikhabi,kiburi kwa mungu huleta maangamizi na isipokuwa uaminifu na kumtegemea mungu huleta baraka
sileka khu wele siareera libuna ne kakhali basuubilwa ne khukhweyikina wele khureeranga chikhabi,kiburi isipokuwa mungu huleta maangamizi na kwa uaminifu na kumtegemea mungu huleta baraka
butinyu bubwanyoola baisiraeli bulalomwalomwa ngila endayi,shida iliyowapata waisraeli itazungumziwa kwa njia nzuri
butinyu bubwanyoola baisiraeli bulalomwalomwa mu ngila endayi,shida njia waisraeli itazungumziwa kwa iliyowapata nzuri
baisiraeli bataamba busuubilwa khu wele ne wele naye bapwe ne basiku babwe,waisraeli walikosa kumwamini mungu na mungu akawaacha wapigwe na adui wao
baisiraeli bataamba busuubilwa khu wele ne wele naye abalekha bapwe ne basiku babwe,mungu walikosa kumwamini mungu na waisraeli akawaacha wapigwe na adui wao
balilila wele mala wele abayilila babemeelesi khu baonia baonia,walimlilia mungukisha mungu akawapelekea wasimamizi kuwaponya
balilila wele mala wele abayilila babemeelesi khu baonia,mungukisha walimlilia mungukisha mungu akawapelekea wasimamizi kuwaponya
sitabu sisiene silimo bitonyi bitaru kumuliango ano khuboolelwa kamakhuwa kakaandi baisiraeli sibala sia kanaani kakabukhaane nende niko khunyola musitabu sia yoshuakhuboolelwa lundi khuli bamenywa bakali ba kanaani sibala we khu khutila enyuma esio se beerwa tawe balekhwa sikila wele khubarumikhira khukhwenya silimo khu bakhaka bewe aaba ngali ne banyalabarama basuubilwa khu niye,kitabu chenyewe kina migao mitatumlango hapa tunaambiwa maneno mengine kwa nchi ya kanaani inatofautiana na ambayo tunapata kwa kitabu cha yoshua tunaambiwa tena kuwa wananchi wengi wa kanaani baada ya israeli kushika nchi hiyo hawakuuawa waliachwa kwa sababu mungu alitaka kuwatumia kutaka kuwajaribu watu wake iwapo ukweli wanaweza baki waaminifu kwake
sitabu sisiene silimo bitonyi bitaru  kumuliango ano khuboolelwa kamakhuwa kakaandi khu sibala sia kanaani kakabukhaane nende niko khunyola musitabu sia yoshuakhuboolelwa lundi khuli bamenywa bakali ba kanaani enyuma we baisiraeli khutila sibala esio se beerwa tawe balekhwa sikila wele eenya khubarumikhira khukhwenya khu bakhaka baandu bewe aaba ngali ne banyalabarama basuubilwa khu niye,kitabu chenyewe kina migao mitatumlango hapa tunaambiwa maneno mengine kwa kuwajaribu ya kanaani inatofautiana kitabu na ambayo tunapata kwa kitabu cha yoshua tunaambiwa tena kuwa wananchi wengi wa kanaani baada ya israeli kushika nchi kwa hawakuuawa hiyo sababu kuwajaribu mungu alitaka kuwatumia kutaka nchi watu wake iwapo ukweli wanaweza baki waaminifu kwake
kumuliango kwa abuundu sino niio enjeko eye sitabu ano,mlango wa   mahali hapa ndio nguzo ya kitabu hiki
kumuliango kwa  abuundu ano niio enjeko eye sitabu sino,mlango wa hapa ndio nguzo ya kitabu hiki
ano khuli ne khubakhalaki kamakhuwa kamaboofu khu bakhalaki samusoni nga otinieli ehudi debora baraka gidioni ne baboofu ne lundi khubakhalaki batiiti nga abimeleki dola yairi ibi siani eloni ne abutoni,hapa tuna maneno makubwa kwa waamuzi wakubwa kama othniel ehudi shamgari debora baraka gidioni yeftha na samuson na tena kwa waamuzi wadogo kama abimeleki tola yairi ivi shani eloni na abdoni
ano khuli ne kamakhuwa kamaboofu khu bakhalaki baboofu nga otinieli ehudi shamgari debora baraka gidioni ne samusoni ne lundi khubakhalaki batiiti nga abimeleki dola yairi ibi siani eloni ne abutoni,hapa tuna maneno makubwa kwa waamuzi wakubwa kama othniel ehudi shamgari debora na gidioni yeftha na baraka na tena kwa waamuzi wadogo kama abimeleki tola yairi ivi eloni samuson abdoni
kumuliango kwa ano ne khuboolelwa nga kamakhuwa ne kaba kamabi siise esio siise nisio baisiraeli nao basili khunyoola omwami tawe,mlango wa  hapa napo tunaambiwa vile mambo yalivyokuwa mabaya wakati huo wakati ambao waisraeli walikuwa wangali kupata mfalme
kumuliango kwa ano nao khuboolelwa nga kamakhuwa ne kaba kamabi siise esio siise nisio baisiraeli baba ne basili khunyoola omwami tawe,mlango wa hapa napo tunaambiwa vile mambo yalivyokuwa kupata wakati huo wakati ambao waisraeli walikuwa wangali mabaya mfalme
ngali omuandiki eenya khu khwekesia bubwabukhani bwe siise esio khu ne siise sie bulayi buruki bwa daudi nende bwa solomoni,kweli mwandishi alitaka kutuonyesha utengano wa wakati huo na wakati mzuri wa uongozi wa daudi na solomoni
ngali omuandiki eenya khu khwekesia bubwabukhani bwe siise esio ne siise sie bulayi ne buruki bwa daudi nende bwa solomoni,kweli mwandishi alitaka kutuonyesha utengano wa wakati huo na wakati mzuri wa uongozi daudi na solomoni
baisiraeli enyuma we lifwa lia mu sibala sie bikulu mu maayo mwe ebunafubo owa kanaani,waisraeli baada ya kufa kwa yoshua kwa nchi ya vilima kwenye bonde kaskazini mwa kanaani
baisiraeli enyuma we lifwa lia yoshua mu sibala sie bikulu mu maayo mwe ebunafubo owa kanaani,waisraeli baada ya kufa kwa yoshua kwa nchi ya vilima kwenye bonde kwa kaskazini mwa kanaani
bacha siraeli bareeba wele omunyali bengilila bakanaani babamenyanga mu lukoba lwa heburoni lulwalaangwa omunyali luli kiriatiariba,walienda israeli wakamuuliza mungu mweza wakaingilia kanaani walioishi kwa mji wa heburoni ulioitwa kuwa kiriathiariba
bacha siraeli bareeba wele omunyali bengilila bakanaani babamenyanga mu lukoba lwa heburoni lulwalaangwa luli kiriatiariba,walienda israeli wakamuuliza mungu mweza wakaingilia kanaani walioishi kwa mji wa heburoni kuwa kiriathiariba
baula ebweeneyo baula chikholo wibwaakala bakanaani,huko waliteka mbari wakavamia wakanaani
ebweeneyo baula chikholo wibwaakala bakanaani,mbari waliteka huko wakavamia wakanaani
cha sheshai ahimani talimai,ya sheshai ahimani na talimai
cha sheshai ahimani ne talimai,ya sheshai na talimai
we wele omunyali owa bioosi akobosia ali ekholo eya akobosia yuda niyo elanyoa eche,mungu mweza wa vyote akajibu kuwa ukoo wa yuda ndio utakaotangulia kwenda
we wele omunyali owa bioosi akobosia ali ekholo eya yuda niyo elanyoa eche,mungu ukoo wa vyote akajibu kuwa mweza wa yuda ndio utakaotangulia kwenda
otinieli aula lukoba lwa tebiri nio mbaa sibaba esio mu bunyali yoshua,othnieli alitwaa mji wa tebiri ndio akatwaa kibaba hicho kiwe cha uwezo
otinieli aula lukoba lwa tebiri nio mbaa sibaba esio sibe mu bunyali  yoshua,othnieli alitwaa mji wa tebiri ndio akatwaa kibaba hicho uwezo cha kiwe
khukhwama ao babaandu ne yuda baboolela babaa bacha khukhwibwaakala lukoba lwa mu ba simioni bali yiicha khuche ba tabiri,kutoka hapo watu wa yuda walioponea walienda kuvamia mji wa wasimioni kuwa njoo twende na tabiri
khukhwama ao babaandu ba yuda baboolela babaa bacha khukhwibwaakala lukoba lwa mu ba simioni bali yiicha khuche ne tabiri,kutoka hapo watu wa yuda walioponea walienda kuvamia mji wa wasimioni kuwa njoo twende na tabiri hapo
mu khunyoa lukoba lino lwa tanywe mu maloba niko bakhuele efwe laangwanga luli kiritiseferi lwa,kwa kuanza mji huu wa ulitawanyika kwa ardhi ambayo tumepewa sisi uliitwa kuwa kiriathseferi
mu khunyoa lukoba lino lwa tanywe mu maloba niko bakhuele efwe laangwanga luli kiritiseferi,kwa kuanza mji huu wa ulitawanyika kwa ardhi ambayo tumepewa uliitwa kuwa kiriathseferi
la mukheyeete khupane ne bakanaani,na mtusaidie tupigane na wakanaani
ne la mukheyeete khupane ne bakanaani,na tupigane na wakanaani
mulala khu nibo oli bali hl ne fwesi khukhache khumuyeete kalebu aloma ali omundu yesi owalaangwanga hukhupanila kamaloba keenywe,mmoja kwa hao aliyeitwa kuwa hl na sisi tutaenda tumusaidie kalebu alisema kuwa mtu yeyote atakayenipigania ardhi ni yenu
mulala khu nibo owalaangwanga bali hl ne fwesi khukhache khumuyeete kalebu aloma ali omundu yesi yesi oli hukhupanila kamaloba keenywe,mmoja kwa hao aliyeitwa kuwa hl na sisi tutaenda tumusaidie kalebu alisema kuwa ni yeyote atakayenipigania ardhi mtu yenu
nio bwaakala kiriati seferi mala alubukule chikholo cha simioni ne yuda ndamuelesia omukhana wase akisa wila alala,ndipo wakavamia kiriathsefari kisha akachukua mbari za simioni na yuda zikaenda nitampa msichana wangu akisa urudi pamoja
nio bwaakala kiriati seferi mala alubukule chikholo cha simioni ne yuda chacha ndamuelesia omukhana wase akisa wila alala,ndipo wakavamia kiriathsefari kisha akachukua mbari za simioni na akachukua yuda zikaenda nitampa msichana wangu akisa urudi pamoja
wele omunyali owa bioosi omukhasi wewe,mungu mweza wa vyote awe mke wake
wele omunyali owa bioosi abe omukhasi wewe,mungu mweza wa vyote awe mke mungu wake
otinieli okhwa babaandu la bukili khu bakanaani ne baperii kenasi kenasi aba waandaye owa kalebu lukoba baula babaandu chielefu likhumi abakula mala olwo,othnieli wa ushindi wa wakanaani na waperisi kenasi  kenasi alikuwa ndugu wa kalebu kisha wakateka watu elfu kumi akachukua mji huo
otinieli okhwa la bukili khu bakanaani ne baperii kenasi kenasi aba waandaye owa kalebu mala baula babaandu chielefu likhumi abakula lukoba olwo,othnieli wa na wa wakanaani ushindi waperisi kenasi kenasi alikuwa ndugu kumi kalebu kisha wakateka watu elfu wa akachukua mji huo
nio ebeseki banyoolayo atonibe aamuelesia omukhana akisa omwami we lukoba mala bapna aba omukhasi wewe,ndipo ebesaki akapata huku atonibe akampa msichana wake akisa mfalme wa nchi kisha wakapigana akawa mke
nio ebeseki banyoolayo atonibe aamuelesia omukhana wewe akisa omwami we lukoba mala bapna aba omukhasi wewe,ndipo ebesaki huku atonibe akampa msichana wake akisa mfalme wa nchi kisha wakapigana akawa mke
waye nyanga khu,kwa muda upi
khu nyanga waye,muda upi
ne abwenao baulila elala bakanaani eye siselelo otinieli omwami ne baperisi,na huko walitwaa kabisa wakanaani wa posa othnieli akamwambia mfalme na waperisi
ne abwenao baulila elala bakanaani eye siselelo otinieli aboolela omwami ne baperisi,na huko walitwaa kabisa wakanaani wa othnieli akamwambia mfalme na waperisi
atonibeseki elukha ewewe akisa areeba raraawe ne bamutimania bamuamba mala kumukuunda,adonibezeki akatoroka kwake akisa akuuliza babake aamue iwapo watamfukuza wakamshika kisha shamba
atonibeseki elukha ewewe akisa areeba raraawe amue ne bamutimania bamuamba mala kumukuunda,adonibezeki akisa kwake akatoroka akuuliza babake aamue iwapo watamfukuza wakamshika kisha shamba
akisa ekha khukhwama makhala chinjala chikhuumwa che punda raraawe kalebu amukhala khu makhono ne khu bikele,akisa akashuka kutoka kukata vidole vizee vya kwa punda kisha babake kalebu akakata kwa mikono na kwa miguu
akisa ekha khukhwama makhala chinjala chikhuumwa che punda mala raraawe kalebu amukhala khu makhono ne khu bikele,akisa akashuka kutoka kukata vidole vizee vya kwa punda kisha babake kalebu akakata mikono na kwa miguu
atonibe reeba wenye nisio,adonibe uliza ambacho unataka
atonibe reeba nisio wenye,adonibe ambacho unataka
akisa amukoboosia ali bali paloma bali,akisa akamujibu kuwa walisema kuwa
akisa amukoboosia ali paloma bali,akisa akamujibu kuwa walisema walisema kuwa
baabami kamakhumi nenya chisebele che kameechi sikila alia babakhalwa chinjala chikhuumwa wamba kamaloba kali khusiangalaamwe ne chinjala sie ebunafubo owa kanaani,wafalme makumi nataka visima vya maji kwa sababu alikula waliokatwa vidole vya kusugua ukanipa mashamba yaliyo kwa tambarare na kwa mikono na vidole vya kwa kaskazini mwa kanaani
baabami kamakhumi  nenya chisebele che kameechi sikila alia babakhalwa chinjala chikhuumwa wamba kamaloba kali khusiangalaamwe khumakhono ne chinjala chi sie ebunafubo owa kanaani,wafalme makumi nataka visima vya maji sababu alikula waliokatwa vidole vya kusugua ukanipa mashamba vya yaliyo kwa tambarare na kwa mikono na vidole vya kwa kaskazini mwa kanaani
nio kalebu che khu bikele bangalaanga baelesia akisa chisebele che kameechi che angaaki bitonyi biakhulia bibiakwichanga nende che mwaalo,ndipo kalebu akazugua vya kwa miguu wakiokota wakampa akisa visima vya maji ya juu vipande vya vyakula vilivyokuwa vikianguka na za chini
nio kalebu khuumwa che khu bikele bangalaanga baelesia akisa chisebele che kameechi che angaaki bitonyi bie biakhulia bibiakwichanga nende che mwaalo,ndipo kalebu akazugua kwa miguu wakiokota wakampa akisa visima vya maji vya ya juu vipande vya vyakula vilivyokuwa vikianguka na za chini
wele akholeele niko nabokhelela,leo mungu amenifanyia niliyowafanyia
luno wele akholeele niko nabokhelela,leo amenifanyia niliyowafanyia
abukulwa ayilwa bukhili bwe chikholo yerusalemu cha mala afwilayo,alichukuliwa akapelekwa ushindi ni ukoo wa yerusalemu kisha akafia huko
abukulwa ayilwa bukhili bwe chikholo cha yerusalemu mala afwilayo,alichukuliwa ushindi ni ukoo wa yerusalemu kisha akafia huko
ye yuda benjamini,ya yuda na benjamini
ye yuda ne benjamini,ya yuda na yuda benjamini
be lisaaye lia hobabu omukenayi ekholo eya yuda papa owa omukhasi musa bachiila yerusalemu ne heburoni lilila ne lukeendo ne babaandu ba yuda lwa bebwaakala lukoba yuda khukhwama e yeriko lukoba papa yerusalemu mala balubukula,wa uzao wa yuda wa wakenayi ukoo wa yuda walikuwa wa mke wa musa wakendea yerusalemu na heburoni kilio na mwendo na watu wa yuda wakavamia mji yuda kutoka yeriko mji wa yerusalemu kisha wakauchukua
be lisaaye lia hobabu omukenayi ekholo eya yuda papa owa omukhasi owa musa bachiila yerusalemu ne heburoni lilila ne lukeendo ne babaandu ba yuda bebwaakala lukoba yuda khukhwama e yeriko lukoba lwa yerusalemu mala balubukula,wa uzao wa yuda wa wakenayi ukoo wakavamia yuda walikuwa wa wa musa wakendea yerusalemu na heburoni kilio na mwendo na watu wa yuda wa mji yuda kutoka mke mji wa yerusalemu kisha wakauchukua
beera kamakhendu boola sichiimi embi abundu bwalo ne khulwosia,wakaua makendu wakafika kwa msitu karibu pahali pale na kuuchoma
beera kamakhendu boola mu sichiimi embi abundu bwalo ne khulwosia,wakaua makendu wakafika kwa msitu karibu pale na kuuchoma
enyuma ne mu arati mu yuda,baada ya arati kwa yuda
enyuma ne arati mu yuda,baada ya arati arati kwa yuda
ebweeneyo bamenya hukwosia lukoba lunobacha khu mu baamalekisi bayuda bacha mu ne bakanaani bamenyanga ne babaandu ba khu mala alala baula bakanaani babamenyanga alala kaalimo mu bwimbi bikholwa khukhwola simioni ebweeneyo lifwa la yoshua,huko waliishi kuienzi mji huu wakaenda kwa waamaleki wayuda wakaenda pamoja na wakanaani walioishi na watu wa simioni kisha kwa pamoja walitwaa wakanaani walioishi kwa yaliyomo kwa ufupi vitendo kufikia kwa kifo cha yoshua
ebweeneyo bamenya hukwosia lukoba lunobacha khu mu baamalekisi bayuda bacha alala ne bakanaani bamenyanga ne babaandu ba simioni mala alala baula bakanaani babamenyanga mu kaalimo mu bwimbi bikholwa khukhwola khu lifwa la yoshua,huko waliishi kuienzi mji huu wakaenda kwa waamaleki wakaenda na wakanaani walioishi na watu wa simioni yoshua kisha kwa pamoja walitwaa wakanaani walioishi kwa yaliyomo kwa ufupi vitendo kufikia kwa kifo cha yoshua
babemeelesi ba israeli bikholwa ne ngano,wasimamizi wa israeli  vitendo hadithi na hadithi
babemeelesi ba israeli  bikholwa ngano ne ngano,wasimamizi wa israeli hadithi na hadithi
kamakalukhasia malala kakhaale kakaluukhasibwa kamakalukhasia kali otinieli aboolela ilihini,mabadiliko mengine ya kitambo yalibadilishwa kuwa othnieli alimwambia ilihini
kamakalukhasia malala kakhaale kakaluukhasibwa kali otinieli aboolela ilihini,mabadiliko mengine ya kitambo yalibadilishwa kuwa othnieli alimwambia ilihini mengine
luli omukhasi aboolela otinieli,kiebrania kuwa mke akamwambia othnieli
lueburania luli omukhasi aboolela otinieli,kiebrania mke akamwambia othnieli
sefati lwa lukoba,mji wa sefati
lukoba lwa sefati,wa mji wa sefati
balwonakila elala nio balutiuukha bali horima yuda aamba kamaloba kwalo ashikeloni ne kamaloba kwalo ashikeloni ekironi kamaloba kwalo ne ne ne kamaloba kwalo ne,waliuharibu kabisa ndipo wakaukita kuwa horima yuda akachukua mashamba yao ashikeloni na mashamba yao na ekironi na mashamba yao
balwonakila elala nio balutiuukha bali horima yuda aamba kamaloba kwalo ashikeloni ne kamaloba kwalo ashikeloni ne kamaloba kwalo ne ekironi ne kamaloba kwalo,waliuharibu kabisa ndipo wakaukita kuwa horima yuda akachukua mashamba yao ashikeloni na mashamba yao na ekironi horima na mashamba yao
ekholo ya manase se yaoona babaa kwalo ne ekironi ne kamaloba ne kwalo,ukoo wa manase haukuwafukuza waliokuwa hapo na ekironi na mashamba yao
ekholo ya manase se yaoona babaa kwalo ne ekironi ne kamaloba kwalo,ukoo wa manase haukuwafukuza na hapo na ekironi waliokuwa mashamba yao
baandu babamenyanga mu ngoba cha wele omunyali owa bioosi ayeeta betishani taandachi tori babaandu bayuda mala baamba nende mekido be chingoba chili siimbi khumaloba ke mu sikulu,watu walioishi kwa miji za mungu mweza wa vyote akasaidia bethshaani taandachi tori ibuleamu watu wayuda kisha wakamshika mekido na wa miji zilizo karibu na mashamba ya kwa mlima
baandu babamenyanga mu ngoba cha wele omunyali owa bioosi ayeeta betishani taandachi tori ibuleamu babaandu bayuda mala baamba mekido nende be chingoba chili siimbi khumaloba ke mu sikulu,watu walioishi kwa miji za mungu mweza wa vyote na akasaidia miji taandachi tori ibuleamu watu wayuda kisha wakamshika mekido na wa bethshaani zilizo karibu na mashamba ya kwa mlima
tawe se banyala baruramo ne,na hawakuweza kutoka ndani
ne se banyala baruramo tawe,hawakuweza na kutoka ndani
khuonamo bakanaani bachiila khuonamo bamenywa be mu maayo lila khumenyamo,wakanaani wakafululiza kuwafukuza wakaazi wa bonde la kuishimo
bakanaani bachiila khuonamo bamenywa be mu maayo lila khumenyamo,wakanaani wakaazi kuwafukuza wakafululiza wa bonde la kuishimo
nga baisiraeli ne tawe sikila ne kamaakari ke liie banyoola kamaani bayingiilila bakanaani ke bichuuma,kama waisraeli hapana kwa sababu walikuwa na magari ya vita wakapata nguvu wakawalazimisha wakanaani kama vyuma
nga baisiraeli ne tawe sikila baba ne kamaakari ke liie banyoola kamaani bayingiilila bakanaani ke bichuuma,kama waisraeli hapana kwa sababu walikuwa na sababu magari ya vita wakapata nguvu wakawalazimisha wakanaani kama vyuma
lwaebwa khu kanaani babakholelenge kimilimo ne ekholo eya kalebu nga musa ne aloma,heburoni ikapeanwa kwa kanaani wawe wakiwafanyia kazi na ukoo wa kalebu kama musa alivyosema
heburoni lwaebwa khu kanaani babakholelenge kimilimo ne ekholo eya kalebu nga musa ne aloma,heburoni ikapeanwa kama kwa kanaani wawe wakiwafanyia kazi na ukoo wa kalebu kama musa alivyosema
nio kario se babaoona boosi barura kakhaba kalebu aoona chikholo chitaru baruramo tawe,hata hivyo hawakuwafukuza wote wakatoka ndipo kalebu akafukuza koo tatu wakatoka huko
kakhaba kario se babaoona boosi barura nio kalebu aoona chikholo chitaru baruramo tawe,hata hivyo kalebu hawakuwafukuza wote wakatoka ndipo kalebu akafukuza koo tatu wakatoka huko
ekholo eya keseri se yaoona be kholo eya benjamini se baoona bakanaani babamenyanga lukoba bayebusi ba babamenyanga mu yerusalemu lwe efuraimu baruramo tawe nio bakanaani baruramo tawe,ukoo wa efuraimu haukuwafukuza wa ukoo wa benjamini hawakuwafukuza wakanaani walioishi kwa mji wa wayebusi walioishi kwa yerusalemu kwa keseri hawakuondoka
ekholo eya efuraimu se yaoona be kholo eya benjamini se baoona bakanaani babamenyanga mu lukoba bayebusi ba babamenyanga mu yerusalemu lwe keseri baruramo tawe nio bakanaani baruramo tawe,ukoo wa efuraimu haukuwafukuza wa ukoo wa walioishi hawakuwafukuza wakanaani benjamini kwa mji wa wayebusi walioishi keseri yerusalemu kwa kwa hawakuondoka
mala bayebusi bachiililila khumenyao ne lilila khumenyayo ne,kisha wayebusi walifululiza kuishi na kilio kuishi na benjamini
mala bayebusi bachiililila khumenyao ne lilila khumenyayo ne benjamini,kisha wayebusi walifululiza kuishi kilio kuishi na benjamini
khukhwama endaalo eyo khukhwola ekholo eya sebuluni tawe baandu lundi seyaoona,kutoka siku hiyo kufikia ukoo wa sebuluni hawakufukuza watu tena
khukhwama endaalo eyo khukhwola ekholo eya sebuluni seyaoona baandu lundi tawe,kutoka siku hiyo kufikia ukoo wa hawakufukuza watu tena
babaandu babamenyanga mungoba cha kitironi ne nahaloli baruramo tawe chikholo cha efuraimu ne nio babaandu bakanaani khumenyayo ne nabo,watu walioishi kwenye mji wa kitironi na nahaloli hawakuondoka ndipo wakanaani wakafululiza kuishi nao
babaandu babamenyanga mungoba cha kitironi ne nahaloli baruramo tawe chikholo cha efuraimu ne nio bakanaani khumenyayo ne nabo,watu walioishi kwenye wa kitironi na nahaloli hawakuondoka ndipo wakanaani wakafululiza kuishi nao
chiula manase beteli,manase aishinda betheli
manase chiula beteli,manase aishinda manase betheli
ne nabo mala ekholo eya sebuluni enju eya yosefu chikholo cha bayingiilila khu bakholela kimilimo efuraimu ne yosi yachamo khu khuupana ne beteli manase wele ekholo eya se yaoona babaa omunyali owa bioosi abayeeta,na hao kisha ukoo wa sebuluni nyumba ya yosefu  koo za waliolazimishwa kuwafanyia kazi efuraimu na manase pia ilienda kupigana na betheli kisha mungu ukoo asieri haukuwafukuza mweza wa vyote akawasaidia
ne nabo  mala ekholo eya sebuluni enju eya yosefu  chikholo cha bayingiilila khu bakholela kimilimo efuraimu ne manase yosi yachamo khu khuupana ne beteli mala wele ekholo eya asieri se yaoona babaa omunyali owa bioosi abayeeta,na hao kisha ukoo wa sebuluni nyumba ya yosefu koo za waliolazimishwa kazi kuwafanyia efuraimu ukoo manase pia ilienda kupigana na betheli kisha mungu na asieri mweza wa vyote akawasaidia
baandu ba bamenyanga mu ngoba cha ako enju eya yosefu yaruma bayooti sidoni ahilabu akisibu holiba afeki ne pelelesia beteli lisina lie lukoba luno rehobu tawe babaandu ba mu khunyoa liaba bali husi,ndipo watu walioishi kwa mji wa hapo nyumba ya yosefu ikatuma wapelelezi kwa sidoni ahilabu akisibu holiba afeki na kupeleleza betheli jina la mji huu rehobu hawakuondoka watu wa kwanza ikawa husi
nio baandu ba bamenyanga mu ngoba cha ako enju eya yosefu yaruma bayooti khu sidoni ahilabu akisibu holiba afeki ne pelelesia beteli lisina lie lukoba luno rehobu baruramo tawe babaandu ba mu khunyoa liaba bali husi,ndipo watu walioishi kwa betheli mji wa kupeleleza nyumba ya yosefu ikatuma wapelelezi kwa sidoni ahilabu akisibu holiba afeki na kwanza betheli jina la mji huu rehobu hawakuondoka watu wa hapo ikawa husi
bayooti ashera bamenya ne bakanaani ba ne abo babona omundu alikho arura musumbi baaba nabo sikila se babaoona barura lukoba omwo ne acha mala bamuboona aruramo tawe,wapelelezi wa asheri walioishi na wakanaani waliokuwa hapo waliona mtu akiwa anatoka shambani nao kwa sababu hawakuwafukuza wakatoka mji huo na akaeenda kisha hawakumuona akiondoka
bayooti ashera bamenya ne bakanaani ba baaba abo babona omundu alikho arura musumbi ne nabo sikila se babaoona barura lukoba omwo ne acha mala bamuboona aruramo tawe,wapelelezi wa asheri walioishi na wakanaani walioishi hapo waliona mtu akiwa anatoka shambani nao kwa sababu hawakuwafukuza wakatoka mji huo na akaeenda kisha hawakumuona akiondoka
bali nafutali khwekesie nga bamenywa khunyala ekholo eya nafutali seyaoona khwengila mu lukoba muno mala ne be mu ngoba cha beti efwe khulakhukholela kamalayi,kuwa tuonyeshe jinsi tunavyoweza ukoo wa nafutali haukuwafukuza tukaingia kwa mji huu kisha wakaazi wa mji wa beti sisi tutakufanyia mema
bali khwekesie nga ne khunyala ekholo eya nafutali seyaoona khwengila mu lukoba muno mala bamenywa be mu ngoba cha beti efwe khulakhukholela kamalayi,kuwa tuonyeshe jinsi tunavyoweza ukoo wa nafutali haukuwafukuza tukaingia kwa huu kisha jinsi wakaazi wa mji wa beti sisi tutakufanyia mema
